inputName,DEVICE,BOARD,FUNCTION,DATA_TYPE,SS_VAL_1,SV_VAL_1,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,V_VAL_29,V_VAL_30,V_VAL_31,V_VAL_32,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,M_VAL_33,M_VAL_34,M_VAL_35,M_VAL_36,M_VAL_37,M_VAL_38,M_VAL_39,M_VAL_40,M_VAL_41,M_VAL_42,M_VAL_43,M_VAL_44,M_VAL_45,M_VAL_46,M_VAL_47,M_VAL_48,M_VAL_49,M_VAL_50,M_VAL_51,M_VAL_52,M_VAL_53,M_VAL_54,M_VAL_55,M_VAL_56,M_VAL_57,M_VAL_58,M_VAL_59,M_VAL_60,M_VAL_61,M_VAL_62,M_VAL_63,M_VAL_64,M_VAL_65,M_VAL_66,M_VAL_67,M_VAL_68,M_VAL_69,M_VAL_70,M_VAL_71,M_VAL_72
11,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8438.1806640625,0.0,306.43804931640625,0.0,11469.908203125,0.0,0.0,6850.123046875,0.0,0.0,7544.0625,0.0,7673.2529296875,0.0,0.0,4013.199462890625,0.0,0.0,3953.494873046875,567.3790283203125,9371.61328125,0.0,0.0,8960.6865234375,1777.166015625,0.0,2990.356689453125,0.0,8170.54052734375,961.7542114257812,0.0,13261.37109375,1906.04638671875,0.0,4135.375,167.86766052246094,9151.8896484375,0.0,0.0,10007.5576171875,0.0,0.0,2003.0079345703125,0.0,5385.3681640625,0.0,0.0,13498.537109375,1031.649658203125,0.0,3843.14453125,581.517578125,5845.67529296875,3342.477294921875,0.0,9776.31640625,3652.465087890625,0.0,10391.62890625,0.0,4127.138671875,0.0,0.0,6448.6044921875,0.0,0.0,8648.9326171875,0.0,8932.6171875,0.0,0.0,10057.62890625
12,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,237.3000946044922,2964.87060546875,1225.8653564453125,5616.556640625,1865.9559326171875,0.0,7912.17626953125,0.0,99.49601745605467,2286.366943359375,0.0,1389.8824462890625,335.7331848144531,312.53076171875,4103.41552734375,75.19771575927734,0.0,0.0,143.35299682617188,0.0,698.3291625976562,0.0,1133.6636962890625,0.0,443.9422607421875,829.040771484375,828.5484619140625,325.5875244140625,0.0,0.0,1947.0244140625,0.0,0.0,532.6914672851562,196.5550842285156,706.5542602539062,4.990158081054688,884.561279296875,726.5676879882812,0.0,226.87307739257807,0.0,3.2986984252929688,41.2342414855957,79.70066833496094,0.0,122.12872314453124,0.0,0.0,574.5200805664062,12.540592193603516,0.0,0.0,0.0,535.284423828125,0.0,143.90960693359375,80.11051177978516,43.92534637451172,65.55804443359375,248.1521148681641,0.0,832.7485961914062,0.0,93.4963836669922,24.54532623291016,0.0,146.3497772216797,0.0,95.16719818115234,63.96894836425781
38,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,261.94879150390625,72.60536193847656,0.0,321.09588623046875,0.0,107.41268920898438,405.0835876464844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4258.01171875,2285.11962890625,6821.7333984375,3649.84228515625,9330.251953125,0.0,0.0,16286.9755859375,0.0,0.0,3440.574951171875,4631.9404296875,2993.184326171875,0.0,0.0,9124.35546875,2340.154296875,0.0,4140.474609375,0.0,5864.54541015625,0.0,0.0,11563.650390625,0.0,0.0,8882.232421875,2021.8140869140625,5325.9697265625,0.0,636.630859375,10145.728515625,2802.48388671875,0.0,4288.5673828125,2987.316650390625,4616.18505859375,0.0,0.0,10879.060546875,0.0,0.0,3379.596435546875,0.0,6532.07470703125,0.0,0.0,11645.44140625,2925.49951171875,2244.015869140625,3991.46240234375,0.0,5804.70703125,0.0,0.0,7239.2763671875,0.0,0.0,3265.889892578125,2894.052490234375,4441.6396484375,2381.115234375,0.0,6650.17822265625,0.0,0.0,6076.3544921875,0.0,8782.28515625,0.0,0.0,7291.5283203125
5,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,40.51264190673828,0.0,0.0,0.0,0.0,245.732421875,988.5263671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348.7685546875,0.0,5098.11181640625,0.0,11103.09765625,0.0,1192.131103515625,13346.6474609375,932.166748046875,0.0,2384.640625,0.0,5718.46484375,0.0,0.0,9973.05859375,0.0,0.0,4003.250244140625,0.0,6692.9443359375,0.0,0.0,8745.5107421875,2675.484619140625,0.0,4714.736328125,0.0,8422.2822265625,0.0,0.0,11547.7021484375,0.0,0.0,1626.06396484375,0.0,6854.369140625,0.0,0.0,9435.962890625,2797.142333984375,0.0,5284.39013671875,0.0,8613.8212890625,0.0,0.0,8898.4833984375,0.0,0.0,2591.83837890625,4171.30908203125,9043.5322265625,0.0,0.0,7888.640625,319.9486083984375,0.0,6348.291015625,1253.9285888671875,3700.41015625,0.0,0.0,14584.009765625,0.0,1731.8846435546875,5062.30712890625,1029.645263671875,9799.1494140625,0.0,0.0,7685.74658203125
70,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1086.134033203125,0.0,1743.3446044921875,421.80084228515625,0.0,3062.8623046875,0.0,102.14401245117188,572.6473999023438,0.0,535.0814208984375,0.0,574.0336303710938,2092.86572265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.85660552978516,1359.73291015625,342.32958984375,703.326904296875,0.0,0.0,857.534423828125,0.0,164.507080078125,0.0,198.04161071777344,220.31044006347656,0.0,345.71978759765625,643.96533203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3083.59765625,4795.6396484375,3735.176025390625,0.0,0.0,12724.2822265625,1421.68017578125,0.0,6166.2607421875,0.0,6867.04052734375,0.0,0.0,8996.6298828125,0.0,0.0,2673.754638671875,493.264404296875,4257.99609375,2417.519775390625,0.0,4613.6943359375,0.0,0.0,2072.414306640625,943.4178466796876,4667.58447265625,0.0,0.0,7477.77099609375,0.0,342.4014892578125,5624.2841796875,0.0,4402.56689453125,320.1193542480469,0.0,4820.91357421875,0.0,0.0,3307.785400390625,1214.879638671875,1633.2080078125,112.05780029296876,657.3091430664062,2725.360595703125,0.0,915.2427978515624,907.8447875976562,1434.3709716796875,799.5347290039062,91.4522476196289,0.0,3600.186767578125,0.0,685.90869140625,1332.9891357421875,0.0,1272.84619140625,347.3260498046875,485.5265502929688,1298.3775634765625,0.0,585.5369873046875,977.321044921875,1037.382568359375,918.246826171875,77.59952545166016,595.039794921875,1330.80615234375
72,Atmega328p,Atmega328p,matrix_mult_atmega_fault,float,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5150.259765625,0.0,4762.26220703125,0.0,0.0,8669.7236328125,0.0,0.0,2627.517333984375,657.8082275390625,2675.569091796875,1448.1904296875,0.0,3378.118896484375,0.0,0.0,0.0,82.01463317871094,0.0,506.1221008300781,0.0,1175.0072021484375,224.1295928955078,364.6395263671875,868.1204223632812,204.7289123535156,626.618408203125,0.0,0.0,2491.206787109375,0.0,698.5479736328125,972.8507690429688,0.0,0.0,433.2608947753906,60.48473358154297,1079.41357421875,0.0,373.4591369628906,89.8961410522461,23.65599822998047,168.33587646484375,68.18116760253906,0.0,132.86679077148438,0.0,0.0,135.1349639892578,91.6979522705078,0.0,0.0,0.0,542.2781982421875,0.0,180.2763671875,48.76141357421875,0.0,97.01597595214844,0.0,0.0,396.0093078613281,0.0,79.27960968017578,20.813037872314453,0.0,124.09626770019533,0.0,80.69635772705078,54.24201583862305
