inputName,DEVICE,BOARD,FUNCTION,DATA_TYPE,SS_VAL_1,SV_VAL_1,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,V_VAL_29,V_VAL_30,V_VAL_31,V_VAL_32,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,M_VAL_33,M_VAL_34,M_VAL_35,M_VAL_36,M_VAL_37,M_VAL_38,M_VAL_39,M_VAL_40,M_VAL_41,M_VAL_42,M_VAL_43,M_VAL_44,M_VAL_45,M_VAL_46,M_VAL_47,M_VAL_48,M_VAL_49,M_VAL_50,M_VAL_51,M_VAL_52,M_VAL_53,M_VAL_54,M_VAL_55,M_VAL_56,M_VAL_57,M_VAL_58,M_VAL_59,M_VAL_60,M_VAL_61,M_VAL_62,M_VAL_63,M_VAL_64,M_VAL_65,M_VAL_66,M_VAL_67,M_VAL_68,M_VAL_69,M_VAL_70,M_VAL_71,M_VAL_72
11,RiscV,RiscV,matrix_mult_atmega_fault,double,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,RiscV,RiscV,matrix_mult_atmega_fault,double,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.575160263792394e+17,0.0,4.7079387094319104e+17,0.0,2.095960120805556e+18,0.0,0.0,3.291943036241576e+18,0.0,0.0,0.0,0.0,1.504003813692932e+18,0.0,0.0,2.958217342833656e+18,3.14580584628224e+17,0.0,1.0659318554689536e+18,0.0,1.851769858270692e+18,0.0,0.0,3.706277500494545e+18,2.432333180515123e+16,0.0,2.0209209261110067e+18,0.0,3.10155462643286e+18,0.0,0.0,5.172301158907118e+18,8.221856581927567e+17,0.0,8.679300148326564e+17,0.0,2.99203612148079e+18,0.0,0.0,2.4489386751326945e+18,6.78222202721534e+17,0.0,7.957676923121828e+17,0.0,3.0345707288013046e+18,0.0,9.107876724133068e+17,2.1121306383152576e+18,6.148029905067049e+17,0.0,1.0869111558022104e+18,0.0,1.5405295899676508e+18,0.0,0.0,2.839906318272168e+18,0.0,0.0,9.366995193477202e+17,9.372008622902477e+16,1.2890863989801615e+18,0.0,0.0,3.575636002783363e+18,1.2116171461492736e+18,0.0,1.87190865068399e+18,0.0,1.5917794762057318e+18,0.0,0.0,2.9098641199789507e+18
12,RiscV,RiscV,matrix_mult_atmega_fault,double,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.5502087282659164e+18,3.8968038990125466e+17,5.680601398698312e+17,0.0,0.0,3.078003911999619e+18,2.8576532605781934e+18,0.0,3.648828567699063e+18,0.0,2.8116244053046067e+18,0.0,0.0,2.418620466630492e+18,0.0,0.0,1.6543350907564196e+18,3.3381475384977e+17,1.4559838803003963e+18,0.0,0.0,2.423492402653168e+18,1.4866044888599757e+17,0.0,5.6258096419097805e+17,4.127171857277256e+17,1.8501895851836703e+18,0.0,0.0,2.000924932770365e+18,9.468307802633011e+16,0.0,1.554025133125927e+18,0.0,2.019740050622776e+18,2.534854307568681e+17,0.0,2.55941732861372e+18,0.0,0.0,1.886894856731624e+18,6.242429163064525e+17,8.184912304039526e+17,0.0,0.0,2.9705975688845066e+18,0.0,0.0,1.6815706809711985e+18,1.0855595811337668e+18,1.0525360929908982e+18,0.0,0.0,2.4173857150725e+18,0.0,0.0,1.212906323532841e+18,2.1364689466713702e+17,1.5202213353247212e+18,7.969746468418355e+16,0.0,2.1291791158597384e+18,0.0,3.2125276478295245e+17,1.4035118868880425e+18,7.98797534041473e+17,1.4239724238914191e+18,0.0,2.6621557638325862e+17,1.2585933681291428e+18
38,RiscV,RiscV,matrix_mult_atmega_fault,double,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3460618545809326e+18,0.0,2.02732035866257e+18,0.0,2.23888687425074e+18,0.0,0.0,5.487936312625332e+18,7.529167005207757e+17,0.0,0.0,0.0,3.5058497248905134e+18,0.0,0.0,2.759695570636374e+18,1.0157210077191208e+18,4.8354872122146816e+17,1.1227641683996836e+18,0.0,3.23744381826551e+18,0.0,0.0,3.1117979516351283e+18,2.66149313627816e+17,0.0,9.392323818212556e+17,0.0,1.9141648066847703e+18,0.0,0.0,3.772471948777357e+18,1.95141502368324e+18,0.0,3.3593054407509934e+18,0.0,3.1442519614742856e+18,0.0,0.0,2.809761557729247e+18,6.415226348901499e+17,0.0,5.009180500028293e+17,0.0,3.869118471103054e+18,0.0,0.0,2.2083091810043825e+18,6.48979179152343e+17,7.163582824946074e+16,2.3032682278593487e+18,5.926708694115942e+16,5.625140657803756e+17,5.190374175130256e+17,0.0,2.7330453329244324e+18,7.6171581719996e+17,0.0,0.0,0.0,3.579465326905e+18,0.0,0.0,3.039664216416977e+18,2.0728604810176105e+18,0.0,2.467893705839739e+18,3.371186488522834e+17,6.547336106952622e+17,0.0,0.0,2.1698837235147727e+18
81,RiscV,RiscV,matrix_mult_atmega_fault,double,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.084165068685312e+17,0.0,1.0404278586289684e+18,0.0,1.4286689878094643e+18,0.0,0.0,3.764667065487589e+18,1.1909669433901056e+18,0.0,1.0470938540307908e+18,0.0,2.712768964118708e+18,0.0,0.0,3.2609967317220065e+18,0.0,0.0,1.7748734509978747e+18,0.0,1.5305194986694246e+18,0.0,0.0,2.555794712678105e+18,0.0,0.0,1.192702797372457e+18,0.0,2.2806853585364585e+18,0.0,0.0,5.194000570637091e+18,0.0,0.0,1.1643657713845535e+18,1.956047678487921e+18,1.706101335142695e+18,0.0,0.0,2.752574583579083e+18,8.224062477130793e+17,0.0,7.776164733245194e+17,0.0,1.9918857102394647e+18,0.0,0.0,3.5293023079109755e+18,1.7932684179695206e+18,0.0,1.167244292826071e+18,0.0,1.9312349995839e+18,0.0,0.0,1.751045934512341e+18,7.241867365648957e+17,1.547265232559145e+17,2.284914355134792e+18,0.0,3.08438107944072e+18,0.0,0.0,2.471821161374155e+18,0.0,5.0843431149030605e+17,1.1607108572948726e+18,4.046220313682248e+17,3.3850702967246684e+18,0.0,0.0,3.3995112824438784e+18
5,RiscV,RiscV,matrix_mult_atmega_fault,double,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.944653164611371e+18,0.0,0.0,4.35368918838254e+18,1.2124093442770862e+18,4.397367562673848e+17,2.260823643053359e+18,0.0,2.146219896822825e+18,0.0,0.0,2.640758099324961e+18,0.0,0.0,1.9882492129695496e+18,1.1030846282494116e+18,1.6011502014924063e+18,2201447764590592.0,0.0,2.669604061757571e+18,0.0,0.0,1.1866676811268096e+17,0.0,2.4183392665316884e+18,0.0,0.0,3.879453880404148e+18,2.2661915618993766e+17,0.0,2.0767061603747103e+18,1.867093751827005e+18,1.6012574038761144e+18,7.391578243276472e+17,0.0,2.9119842532752097e+18,2.6206711901165978e+17,0.0,2.1782573291940088e+18,0.0,1.237708557076398e+18,0.0,0.0,3.099347631718007e+18,8.189561176640717e+17,0.0,1.3065586008181965e+18,5.20560309836972e+17,1.3779558006846917e+18,0.0,0.0,2.2007309345488896e+18,0.0,0.0,1.0066354682609009e+18,0.0,1.7033422481517445e+18,0.0,0.0,2.65232001384684e+18,0.0,0.0,1.8054582910698127e+18,5.764365630476124e+17,1.987378949516165e+18,0.0,0.0,2.913396301083181e+18
40,RiscV,RiscV,matrix_mult_atmega_fault,double,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,822631192330240.0,8.658074763547116e+17,0.0,9.444831683191768e+17,0.0,0.0,1.809432475848409e+18,0.0,8513841730158592.0,1.20078022210696e+18,0.0,7.08085213409837e+17,3.2872150675226624e+17,0.0,1.3401807043229125e+18,0.0,0.0,1.017833203915817e+17,0.0,4.354847386443448e+17,1.6235371515871232e+17,1.852264947740836e+17,5.150184619953357e+17,0.0,0.0,4.562819667239895e+17,3.912558869846426e+16,3.501088633383813e+17,9.723428860015411e+16,0.0,7.062407826542428e+17,0.0,1.6873505730802483e+17,5.984369660856893e+17,0.0,6.98817979655127e+17,0.0,0.0,8.080942484517028e+17,0.0,1.2499723207940506e+17,1.2433494812236186e+17,1.7442242293661696e+16,3.39999884713132e+17,3.675166148971725e+16,1.7569429589694874e+17,4.071904905307095e+17,0.0,7.374805880589517e+16,2.2734608799472026e+17,2.2998275123786547e+17,0.0,2.9625778169708544e+16,0.0,6.043333720675451e+17,0.0,2.3540582605389824e+16,4.074021293391872e+16,1.0833858509406208e+16,1.1243932323151872e+17,8.52908607233065e+16,0.0,2.3354534071055155e+17,0.0,6.489187489624883e+16,8701111967940608.0,0.0,5.18797646668759e+16,0.0,1.1477214330827571e+17,1.0266026681407898e+17
70,RiscV,RiscV,matrix_mult_atmega_fault,double,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7575995735696998e+18,8.780167283474432e+17,2.613538864345645e+18,3.904370256998564e+17,2.512231787107713e+18,0.0,0.0,4.20294257080166e+18,5.260965570412544e+17,0.0,1.2199606526976983e+18,5.6600425928432026e+17,3.1328654190570373e+18,0.0,0.0,2.328859635873743e+18,1.6992091839429345e+18,0.0,2.925222373273633e+18,0.0,4.2992251547785626e+18,0.0,0.0,2.8968219879281787e+18,2.0930549018473267e+17,0.0,1.917541544332624e+18,6.47258855771734e+17,1.468672381923885e+18,0.0,0.0,2.258529099725144e+18,1.6853025608748237e+18,0.0,0.0,0.0,4.405676434605998e+17,0.0,0.0,3.8721594453875753e+18,9.405560563821444e+17,0.0,2.7631494115371254e+18,9.78508586432856e+17,1.6221559588242063e+18,7.743694608688742e+16,0.0,3.809157703993917e+18,1.4815262226084004e+18,0.0,8.661912059128054e+17,1.0495091374796308e+18,3.118131413489025e+18,7.427878619667497e+17,0.0,3.388261629224288e+18,1.8941013308179743e+18,6.6687957204992e+16,7.638533365238333e+17,0.0,2.8637791896123474e+18,0.0,0.0,2.6587430858984e+18,0.0,3.784598393800622e+17,9.903378197192376e+17,7.307055348475494e+17,2.1245072909533184e+18,0.0,2.874592749032571e+17,2.656851925898625e+18
23,RiscV,RiscV,matrix_mult_atmega_fault,double,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.167732802406318e+17,1.8620495704358912e+17,3.025052668956508e+17,2.420535334849741e+16,6.139262760124416e+16,0.0,3.237346374047498e+17,0.0,0.0,0.0,6855283200491520.0,5.029767910365594e+16,1.4088259382542336e+16,0.0,4.428340203932877e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.152242551881728e+16,0.0,5.929532205616333e+16,0.0,1.6869130447618048e+16,1.032434890131374e+17,0.0,1.9200279782096896e+16,0.0,0.0,6611611989049344.0,0.0,0.0,1.848512048267264e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,RiscV,RiscV,matrix_mult_atmega_fault,double,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.049679292850504e+17,6.26128647467565e+17,0.0,4.334408839672627e+17,0.0,2.809163973159551e+18,7.958023269284577e+17,0.0,1.908875193682493e+18,0.0,9.272619987296584e+17,0.0,0.0,2.9269664735931924e+18,7.505199026111775e+17,0.0,1.4656139528922726e+18,0.0,1.284116331544707e+18,0.0,0.0,2.940073201952096e+18,1.620855030410117e+17,0.0,7047710620254208.0,4.383472828075213e+17,1.5592089181340303e+18,0.0,0.0,3.1956002540030525e+18,0.0,0.0,8.708466755837624e+17,1.829756535970988e+18,3.030405228999475e+18,0.0,0.0,2.550964558097285e+18,1.0649386528716882e+18,6765492614201344.0,1.451009139940524e+18,0.0,2.4330636513729577e+18,0.0,0.0,3.467132621941637e+18,4.2247119389589504e+17,0.0,4.50252348036481e+17,6.776378810108477e+17,3.038692797893837e+18,0.0,0.0,2.793589665830011e+18,0.0,0.0,7.566175192209162e+17,0.0,2.7201749995655004e+18,0.0,0.0,2.9159172063677645e+18,9.82690578909102e+16,0.0,5.615719904738017e+17,1.279267485266215e+18,1.5620908755493847e+18,0.0,0.0,2.496240489993339e+18
